Rank,Player Name,Age,Country,Points,Change
75,Laslo Djere,29,SRB,791,
76,Alexander Bublik,27,KAZ,785,+4
77,Jacob Fearnley,23,GBR,780,+6
78,Corentin Moutet,25,FRA,779,-2
79,Aleksandar Kovačević,26,USA,778,
80,Fábián Marozsán,25,HUN,765,-21
81,Daniel Altmaier,26,GER,763,+1
82,Rinky Hijikata,24,AUS,752,+4
83,Cameron Norrie,29,GBR,742,-2
84,Botic van de Zandschulp,29,NED,730,+1
85,Gabriel Diallo,23,CAN,730,+2
86,Christopher O'Connell,30,AUS,715,-8
87,Hugo Gaston,24,FRA,711,+1
88,Adam Walton,25,AUS,649,+1
89,Thanasi Kokkinakis,28,AUS,648,+4
90,Raphaël Collignon,23,BEL,644,+1
91,Luca Nardi,21,ITA,637,-7
92,Márton Fucsovics,33,HUN,636,-2
93,James Duckworth,33,AUS,632,+2
94,Jaime Faria,21,POR,624,-2
95,Francesco Passaro,24,ITA,611,-1
96,Fabio Fognini,37,ITA,607,+1
97,Thiago Monteiro,30,BRA,590,+2
98,Alexander Shevchenko,24,KAZ,578,
99,Mackenzie McDonald,29,USA,575,+2
100,Pavel Kotov,26,RUS,573,+2
101,Nishesh Basavareddy,19,USA,571,-1
102,Hugo Dellien,31,BOL,564,+1
103,Lucas Pouille,31,FRA,559,+3
104,Billy Harris,30,GBR,558,+3
105,Pablo Carreño Busta,33,ESP,554,+4
106,Jesper de Jong,24,NED,554,-1
107,Thiago Seyboth Wild,25,BRA,547,-11
108,Dušan Lajović,34,SRB,545,
109,Borna Ćorić,28,CRO,530,+3
110,Daniel Elahi Galán,28,COL,530,
111,Reilly Opelka,27,USA,529,+3
112,Chun Hsin Tseng,23,TWN,529,+3
113,Christopher Eubanks,28,USA,519,-9
114,Thiago Agustín Tirante,23,ARG,510,+3
115,Brandon Holt,26,USA,509,+1
116,Arthur Cazaux,22,FRA,508,+2
117,Tristan Boyer,23,USA,491,-6
118,Kamil Majchrzak,29,POL,482,+2
119,Valentin Royer,23,FRA,482,+2
120,Yannick Hanfmann,33,GER,479,-7
121,Taro Daniel,32,JPN,478,-2
122,Alexander Ritschard,30,SUI,466,+3
123,Federico Coria,33,ARG,464,+1
124,Nicolas Moreno De Alboran,27,USA,461,-1
125,Juan Manuel Cerúndolo,23,ARG,461,+1
126,Vít Kopřiva,27,CZE,451,-4
127,Tristan Schoolkate,24,AUS,450,+2
128,Jérôme Kym,22,SUI,449,+2
129,Max Purcell,26,AUS,446,-1
130,Eliot Spizzirri,23,USA,434,+4
131,Ethan Quinn,21,USA,432,+4
132,Otto Virtanen,23,FIN,430,+1
133,Harold Mayot,23,FRA,421,-1
134,Sebastian Ofner,28,AUT,418,-3
135,Sumit Nagal,27,IND,418,+4
136,Cristian Garín,28,CHI,417,
137,Federico Agustin Gomez,28,ARG,417,+1
138,Mitchell Krueger,31,USA,416,+3
139,Lloyd Harris,28,RSA,416,+3
140,Román Andrés Burruchaga,23,ARG,414,-3
141,Facundo Díaz Acosta,24,ARG,413,-1
142,Marin Čilić,36,CRO,413,+1
143,Adrian Mannarino,36,FRA,401,+2
144,Jozef Kovalík,32,SVK,391,-17
145,Richard Gasquet,38,FRA,386,+3
146,Martin Landaluce,19,ESP,381,
147,Kyrian Jacquet,23,FRA,376,+4
148,Tomás Barrios Vera,27,CHI,376,+1
149,Yasutaka Uchiyama,32,JPN,375,+5
150,Shintaro Mochizuki,21,JPN,374,+5
151,Elmer Møller,21,DEN,370,+5
152,Alejandro Moro Cañas,24,ESP,368,+1
153,Alexander Blockx,19,BEL,364,+10
154,Grégoire Barrère,31,FRA,361,+3
155,Nikoloz Basilashvili,33,GEO,361,-11
156,Mikhail Kukushkin,37,KAZ,358,+4
157,Alexis Galarneau,26,CAN,354,+2
158,Dalibor Svrčina,22,CZE,351,+7
159,Marco Trungelliti,35,ARG,347,+5
160,Duje Ajduković,24,CRO,345,+7
161,Stan Wawrinka,39,SUI,339,+7
162,Ugo Blanchet,26,FRA,338,-4
163,Calvin Hémery,30,FRA,337,+6
164,Juan Pablo Ficovich,28,ARG,337,-2
165,Li Tu,28,AUS,331,+6
166,Alibek Kachmazov,22,RUS,330,+7
167,Carlos Taberner,27,ESP,329,+3
168,Marc-Andrea Hüsler,28,SUI,324,+4
169,Lukáš Klein,26,SVK,320,-3
170,Jan Choinski,28,GBR,319,+8
171,Pierre Hugues Herbert,33,FRA,319,-21
172,Liam Draxl,23,CAN,318,+7
173,Terence Atmane,23,FRA,317,+7
174,Hady Habib,26,LBN,317,+3
175,James Trotter,25,JPN,317,+6
176,James McCabe,21,AUS,309,+8
177,Timofey Skatov,24,KAZ,306,-2
178,Sho Shimabukuro,27,JPN,304,+10
179,Gustavo Heide,23,BRA,300,-27
180,Luca Van Assche,20,FRA,299,-6
181,Constant Lestienne,32,FRA,299,+10
182,Dominik Koepfer,30,GER,298,-35
183,Felipe Meligeni Alves,27,BRA,298,-7
184,Facundo Mena,32,ARG,296,+2
185,Arthur Bouquier,24,FRA,295,+8
186,Aslan Karatsev,31,RUS,292,+9
187,Yuta Shimizu,25,JPN,291,+9
188,Matteo Gigante,23,ITA,290,-3
189,Jurij Rodionov,25,AUT,290,+8
190,Gijs Brouwer,29,NED,289,+9
191,Vilius Gaubas,20,LTU,289,+3
192,Andrea Collarini,33,ARG,288,+6
193,Coleman Wong,20,HKG,288,-11
194,Colton Smith,22,USA,284,+8
195,Zachary Svajda,22,USA,284,+8
196,August Holmgren,26,DEN,283,+4
197,Henrique Rocha,20,POR,283,-36
198,Mark Lajal,21,EST,282,+7
199,Daniel Evans,34,GBR,281,-16
200,Hugo Grenier,28,FRA,280,+4
201,Edas Butvilas,20,LTU,279,
202,Aziz Dougaz,27,TUN,277,+4
203,Henri Squire,24,GER,276,+5
204,Titouan Droguet,23,FRA,265,+8
205,Yosuke Watanuki,26,JPN,264,+9
206,Gauthier Onclin,24,BEL,264,+5
207,Maximilian Marterer,29,GER,263,+3
208,Beibit Zhukayev,24,KAZ,263,+7
209,Lukas Neumayer,22,AUT,262,
210,Ignacio Buse,20,PER,261,+6
211,Paul Jubb,25,GBR,260,+6
212,Antoine Escoffier,33,FRA,260,+1
213,Omar Jasika,27,AUS,259,+21
214,Benjamin Hassan,30,GER,258,-7
215,Bernard Tomic,32,AUS,252,+4
216,Murphy Cassone,22,USA,251,+7
217,Maks Kaśnikowski,21,POL,250,+7
218,Emil Ruusuvuori,25,FIN,248,
219,Alex Bolt,32,AUS,247,-27
220,Federico Arnaboldi,24,ITA,247,
221,Murkel Dellien,27,BOL,246,+1
222,Yu-hsiou Hsu,25,TWN,245,+4
223,Khumoyun Sultanov,26,UZB,244,-2
224,Radu Albot,35,MDA,241,-35
225,Daniel Rincon,22,ESP,240,+3
226,Rodrigo Pacheco Mendez,19,MEX,238,+3
227,Seongchan Hong,27,KOR,235,+5
228,Gabriel Debru,19,FRA,233,+5
229,Rio Noguchi,26,JPN,232,-2
230,Tung Lin Wu,26,TWN,230,
231,Marek Gengel,29,CZE,230,+6
232,Max Hans Rehberg,21,GER,229,+8
233,Albert Ramos Viñolas,37,ESP,227,-8
234,Adolfo Daniel Vallejo,20,PAR,225,-47
235,Filip Misolic,23,AUT,224,+11
236,Viktor Durasovic,27,NOR,224,+12
237,Nicolás Mejía,25,COL,222,-47
238,Frederico Ferreira Silva,29,POR,220,+12
239,Oriol Roca Batalla,31,ESP,219,+13
240,Sascha Gueymard Wayenburg,21,FRA,219,+13
241,Pol Martín Tiffon,25,ESP,216,+14
242,Chris Rodesch,23,LUX,215,+14
243,Álvaro Guillén Meza,22,ECU,215,+14
244,Guy Den Ouden,22,NED,213,+15
245,Filip Jianu,23,ROU,213,-4
246,Yan Bai,35,CHN,212,-4
247,Stefano Napolitano,29,ITA,211,+4
248,J.J. Wolf,26,USA,211,+1
249,Denis Yevseyev,31,KAZ,211,+9
250,Nick Hardt,24,DOM,210,-3
251,Javier Barranco Cosano,26,ESP,210,-8
252,Elias Ymer,28,SWE,209,+9
253,Carlos Sánchez Jover,24,ESP,208,+14
254,Marat Sharipov,22,RUS,204,+19
255,Gonzalo Bueno,20,PER,204,+9
256,Zsombor Piros,25,HUN,203,+10
257,Mattéo Martineau,26,FRA,203,+5
258,Valentin Vacherot,26,MON,202,+7
259,Gonzalo Oliveira,30,VEN,201,+1
260,Emilio Nava,23,USA,201,-25
261,Abdullah Shelbayh,21,JOR,201,+9
262,Robin Bertrand,22,FRA,201,+9
263,Dominic Stricker,22,SUI,199,+9
264,Andrea Pellegrino,27,ITA,197,-1
265,Juan Bautista Torres,22,ARG,197,+9
266,Andrés Andrade,26,ECU,196,-12
267,Max Houkes,24,NED,193,+9
268,Adrian Andreev,23,BUL,192,-37
269,Dmitry Popko,28,KAZ,192,-24
270,Karue Sell,31,BRA,191,+5
271,Juan Pablo Varillas,29,PER,187,-35
272,Michael Mmoh,27,USA,186,+15
273,Johannus Monday,23,GBR,186,+15
274,Fajing Sun,28,CHN,186,+3
275,Mathys Erhard,23,FRA,186,+9
276,Patrick Zahraj,25,GER,186,+13
277,Remy Bertola,26,SUI,186,+8
278,Enzo Couacaud,30,FRA,185,-39
279,Dimitar Kuzmanov,31,BUL,184,
280,Stefano Travaglia,33,ITA,184,
281,Geoffrey Blancaneaux,26,FRA,184,+9
282,Jelle Sels,29,NED,183,+9
283,Aidan Mayo,21,USA,182,
284,Francesco Maestrelli,22,ITA,181,-3
285,Leandro Riedi,23,SUI,180,+8
286,Andrea Vavassori,29,ITA,179,-48
287,Lorenzo Giustino,33,ITA,179,-18
288,Clément Chidekh,23,FRA,178,-20
289,Matías Soto,25,CHI,177,-45
290,Jay Clarke,26,GBR,177,+8
291,Pedro Cachín,29,ARG,176,-5
292,Mili Poljičak,20,CRO,176,+3
293,Ričardas Berankis,34,LTU,175,+7
294,Jie Cui,27,CHN,174,+19
295,Ilia Simakin,21,RUS,173,-13
296,Michael Geerts,30,BEL,173,+7
297,Santiago Taverna,25,ARG,173,+13
298,Nicolai Budkov Kjaer,18,NOR,172,+8
299,Maxime Janvier,28,FRA,171,-21
300,Luka Pavlovic,24,FRA,171,+12
301,Blake Ellis,26,AUS,171,-2
302,Christoph Negritu,30,GER,170,-5
303,Manuel Guinard,29,FRA,169,-2
304,Juan Carlos Prado Angelo,20,BOL,168,-2
305,Ergi Kırkın,26,TUR,167,+11
306,Bernabé Zapata Miralles,28,ESP,165,+28
307,Nicolás Álvarez Varona,23,ESP,165,-3
308,Mika Brunold,20,SUI,164,+9
309,Jacopo Berrettini,26,ITA,163,+6
310,Martin Kližan,35,SVK,162,-14
311,Enrico Dalla Valle,26,ITA,162,+3
312,Maxime Cressy,27,USA,161,+10
313,Charles Broom,26,GBR,161,-2
314,Rudolf Molleker,24,GER,161,+9
315,Andrej Martin,35,SVK,160,+18
316,Joel Schwärzler,19,AUT,160,-7
317,Lautaro Midon,20,ARG,160,-10
318,Kimmer Coppejans,31,BEL,159,+7
319,Matej Dodig,19,CRO,159,-25
320,Corentin Denolly,27,FRA,159,+7
321,Daniel Dutra da Silva,36,BRA,159,
322,Giulio Zeppieri,23,ITA,158,+6
323,Benjamin Lock,32,ZIM,158,+6
324,Christian Langmo,28,USA,158,+2
325,Rei Sakamoto,18,JPN,157,+5
326,Oleksandr Ovcharenko,23,UKR,157,-18
327,Eliakim Coulibaly,22,CIV,157,+4
328,Oliver Crawford,25,GBR,156,+39
329,Ivan Gakhov,28,RUS,156,-11
330,Oleg Prihodko,27,UKR,155,-10
331,Masamichi Imamura,26,JPN,155,+7
332,Maxime Chazal,31,FRA,155,+3
333,Genaro Alberto Olivieri,26,ARG,154,-9
334,Mateus Alves,24,BRA,153,-42
335,Jakub Paul,25,SUI,152,+5
336,Dennis Novak,31,AUT,150,+1
337,Alexey Vatutin,32,RUS,150,-18
338,Gastão Elias,34,POR,150,-6
339,Marko Topo,21,GER,148,+15
340,Daniel Michalski,25,POL,148,+4
341,Arthur Géa,20,FRA,148,-36
342,Dino Prižmić,19,CRO,147,+4
343,Daniel Mérida,20,ESP,146,-1
344,Marco Cecchinato,32,ITA,145,+6
345,Petr Bar Biryukov,23,RUS,145,+20
346,Philip Sekulic,21,AUS,144,+6
347,Justin Engel,17,GER,144,+6
348,Luka Mikrut,20,CRO,144,+12
349,Toby Kodat,22,USA,143,+12
350,Jack Pinnington Jones,21,GBR,142,+8
351,Andrea Picchione,26,ITA,142,+6
352,Alex Martí Pujolras,26,ESP,142,-16
353,Ryan Peniston,29,GBR,141,+6
354,Jiří Veselý,31,CZE,141,+1
355,Naoki Nakagawa,28,JPN,140,+7
356,Cezar Crețu,23,ROU,139,
357,Clément Tabur,25,FRA,139,+6
358,Nicholas David Ionel,22,ROU,139,+6
359,Yi Zhou,20,CHN,137,+10
360,Marc Polmans,27,AUS,136,+10
361,Robert Strombachs,25,LAT,135,+16
362,Renzo Olivo,33,ARG,135,+11
363,Philip Henning,24,RSA,134,+11
364,Franco Roncadelli,25,URU,134,+11
365,Kaichi Uchida,30,JPN,134,+3
366,Vitaliy Sachko,27,UKR,133,+10
367,Luciano Emanuel Ambrogi,21,ARG,133,+11
368,George Loffhagen,23,GBR,132,+70
369,Pedro Sakamoto,31,BRA,132,-18
370,Nerman Fatić,30,BIH,131,+44
371,João Lucas Reis Da Silva,24,BRA,130,+9
372,Matheus Pucinelli De Almeida,23,BRA,130,-27
373,Giovanni Fonio,26,ITA,130,+8
374,Mats Rosenkranz,26,GER,129,-35
375,Gianluca Mager,30,ITA,128,-28
376,Samuel Vincent Ruggeri,22,ITA,128,-35
377,Gabi Adrian Boitan,25,ROU,127,+2
378,Andre Ilagan,24,USA,127,+7
379,Alexey Zakharov,24,RUS,126,+8
380,Gabriele Pennaforti,24,ITA,126,+8
381,Kris Van Wyk,28,RSA,125,-15
382,Jason Kubler,31,AUS,124,+7
383,Govind Nanda,24,USA,122,+8
384,Garrett Johns,24,USA,122,+8
385,Matthew Dellavedova,24,AUS,122,+8
386,Egor Gerasimov,32,BLR,121,+8
387,Michael Vrbenský,25,CZE,121,+19
388,Ryan Nijboer,25,NED,121,+14
389,Hynek Bartoň,20,CZE,120,-18
390,Alejo Lorenzo Lingua Lavallén,24,ARG,120,+7
391,Gerard Campana Lee,20,KOR,120,+5
392,Moerani Bouzige,25,AUS,120,+11
393,Diego Schwartzman,32,ARG,119,-50
394,Facundo Bagnis,35,ARG,119,+6
395,Norbert Gombos,34,SVK,119,+6
396,Henry Searle,18,GBR,119,-6
397,Saba Purtseladze,23,GEO,119,+45
398,Stefan Kozlov,27,USA,118,-15
399,Lilian Marmousez,23,FRA,118,-1
400,Sandro Kopp,24,AUT,118,-16
401,Zdeněk Kolář,28,CZE,118,-2
402,Nicola Kuhn,24,GER,117,+2
403,Joris De Loore,31,BEL,117,+15
404,Ryan Seggerman,25,USA,117,+4
405,Kasidit Samrej,24,THA,117,
406,Franco Agamenone,31,ITA,117,+10
407,Nikolás Sánchez Izquierdo,26,ESP,117,-58
408,Guido Iván Justo,27,ARG,117,+3
409,Patrick Maloney,25,USA,116,+4
410,Gonzalo Villanueva,30,ARG,115,
411,Arthur Fery,22,GBR,114,-4
412,Evgeny Karlovskiy,30,RUS,114,+7
413,Yibing Wu,25,CHN,113,+8
414,Giles Hussey,27,GBR,113,-32
415,Anton Matusevich,23,GBR,113,-3
416,Daniil Glinka,24,EST,113,-21
417,Evgenii Tiurnev,27,RUS,113,+6
418,Patrick Kypson,25,USA,113,+6
419,Adria Soriano Barrera,25,COL,113,-71
420,Tyler Zink,24,USA,112,+5
421,Borna Gojo,27,CRO,111,+5
422,Alastair Gray,26,GBR,111,+5
423,Micah Braswell,23,USA,111,+5
424,Gabriele Piraino,21,ITA,111,+5
425,Miguel Damas,25,ESP,111,+9
426,Neil Oberleitner,25,AUT,110,+5
427,Raúl Brancaccio,27,ITA,109,+5
428,Lukáš Pokorný,23,SVK,109,+5
429,Pedro Araújo,22,POR,109,-14
430,Miloš Karol,22,SVK,108,+6
431,Hiroki Moriya,34,JPN,108,+6
432,Tiago Pereira,20,POR,108,+30
433,Lucas Poullain,29,FRA,106,+2
434,Soonwoo Kwon,27,KOR,105,-62
435,Hernán Casanova,31,ARG,105,-13
436,Pablo Llamas Ruiz,22,ESP,104,-50
437,Tommaso Compagnucci,25,ITA,104,+3
438,Federico Cina,17,ITA,103,+3
439,Daniel Masur,30,GER,103,
440,Alexander Weis,27,ITA,103,-23
441,Jakub Nicod,20,CZE,102,+2
442,David Jordá Sanchis,30,ESP,102,-12
443,Max Alcalá Gurri,22,ESP,102,-34
444,Tom Paris,22,FRA,101,+2
445,Stefan Popović,21,SRB,101,
446,Svyatoslav Gulin,22,RUS,101,+29
447,Milos Raonic,34,CAN,100,
448,Gianluca Cadenasso,20,ITA,99,+4
449,Petr Nesterov,22,BUL,99,-1
450,Michiel De Krom,26,NED,98,+7
451,Mukund Sasikumar,28,IND,98,-7
452,Pedro Boscardin Dias,22,BRA,97,-3
453,Valerio Aboian,22,ARG,97,+30
454,Bor Artnak,20,SLO,96,
455,Tom Gentzsch,21,GER,96,+4
456,Kokoro Isomura,22,JPN,96,+2
457,Alvin Nicholas Tudorica,23,CAN,95,+17
458,Alessandro Pecci,23,ITA,93,+2
459,Stuart Parker,27,GBR,92,+5
460,Tomás Farjat,24,ARG,90,+6
461,Ajeet Rai,26,NZL,90,+6
462,Laurent Lokoli,30,FRA,89,+1
463,Ernesto Escobedo,28,MEX,89,-10
464,Jake Delaney,27,AUS,89,+12
465,Marvin Möller,26,GER,88,+15
466,Aleksandre Bakshi,27,GEO,88,+6
467,Facundo Juárez,27,ITA,86,+19
468,Maximilian Neuchrist,33,AUT,85,+11
469,Aidan McHugh,24,GBR,85,+1
470,Blake Mott,28,AUS,85,+12
471,Vadym Ursu,28,UKR,85,-51
472,Stefanos Sakellaridis,20,GRE,85,-17
473,Egor Agafonov,22,RUS,85,-8
474,Alexandr Binda,23,ITA,85,+10
475,Stefan Dostanic,23,USA,84,+10
476,Juan Carlos Aguilar,26,CAN,84,+11
477,Pawel Juszczak,31,POL,84,+11
478,Carlos Lopez Montagud,24,ESP,84,+11
479,Mariano Kestelboim,29,ARG,83,+12
480,Moez Echargui,32,TUN,83,+15
481,Federico Iannaccone,25,ITA,83,-3
482,Kyle Edmund,30,GBR,82,+11
483,Andres Martin,23,USA,82,+11
484,Leo Borg,21,SWE,82,+8
485,Altuğ Çelikbilek,28,TUR,81,+12
486,Michael Agwi,21,IRL,81,+12
487,Fabrizio Andaloro,24,ITA,81,+47
488,Peter Bertran,29,DOM,81,-19
489,Mirza Bašić,33,BIH,81,+29
490,Dan Added,25,FRA,80,+11
491,Max Wiskandt,23,GER,80,+11
492,Lucas Bouquet,27,FRA,79,+12
493,Andrew Paulson,23,CZE,78,+13
494,Iñaki Montes De La Torre,22,ESP,78,+13
495,Alafia Ayeni,25,USA,78,+13
496,Florent Bax,25,FRA,78,+3
497,Jules Marie,33,FRA,78,-36
498,Roberto Cid Subervi,31,DOM,77,-48
499,Eric Vanshelboim,23,UKR,77,+11
500,Mohamed Safwat,34,EGY,76,+12
501,Felix Corwin,28,USA,76,+25
502,Kiranpal Pannu,28,NZL,76,+12
503,Martin Krumich,22,CZE,76,+13
504,Peter Fajta,22,HUN,76,+13
505,Yusuke Takahashi,27,JPN,75,+14
506,Tibo Colson,24,BEL,75,+9
507,Federico Bondioli,19,ITA,75,+16
508,Alfredo Perez,27,USA,74,+13
509,Alex Rybakov,28,USA,74,+54
510,Bruno Kuzuhara,20,USA,74,-1
511,Lucas Gerch,30,GER,73,-55
512,Kirill Kivattsev,27,RUS,73,+16
513,Yurii Dzhavakian,31,UKR,73,-8
514,Riccardo Bonadio,31,ITA,72,+11
515,José Pereira,34,BRA,72,-2
516,Woobin Shin,21,KOR,72,+35
517,João Eduardo Schiessl,20,BRA,72,+13
518,Bogdan Bobrov,27,RUS,72,+11
519,Iliyan Radulov,19,BUL,72,+18
520,Rigele Te,27,CHN,71,+12
521,Duarte Vale,26,POR,71,-25
522,Takuya Kumasaka,26,JPN,71,+20
523,Lorenzo Joaquín Rodríguez,25,ARG,70,-52
524,Cannon Kingsley,23,USA,70,+15
525,Emile Hudd,24,GBR,70,+11
526,Karan Singh,21,IND,70,-36
527,Oleksii Krutykh,25,UKR,70,+4
528,Kilian Feldbausch,19,SUI,69,+10
529,Andrej Nedic,20,BIH,69,+26
530,Alberto Barroso Campos,28,ESP,69,-6
531,Keegan Smith,26,USA,68,+10
532,Jenson Brooksby,24,USA,67,+12
533,Antoine Cornut Chauvinc,24,FRA,67,+12
534,Omni Kumar,23,USA,67,-1
535,Andrea Guerrieri,26,ITA,67,-13
536,Viacheslav Bielinskyi,21,UKR,67,+4
537,Dan Alexandru Tomescu,25,ROU,67,-60
538,Marcello Serafini,22,ITA,67,-18
539,Mathias Bourgue,31,FRA,67,-28
540,Diego Dedura Palomero,17,GER,67,+16
541,Christian Sigsgaard,28,DEN,66,+6
542,Arthur Reymond,25,FRA,66,+7
543,Stijn Slump,26,NED,66,+7
544,João Domingues,31,POR,65,+8
545,Hazem Naw,25,SYR,65,+8
546,Arthur Weber,32,FRA,65,+8
547,Dominik Kellovský,28,CZE,65,-12
548,Sergey Fomin,24,UZB,65,-5
549,Ramkumar Ramanathan,30,IND,64,-98
550,Illya Marchenko,37,UKR,64,+8
551,Alex Martinez,23,ESP,64,+9
552,Julio César Porras,27,ARG,64,+9
553,Stefan Palosi,25,ROU,64,-26
554,Giovanni Oradini,27,ITA,64,+8
555,Denis Kudla,32,USA,63,-74
556,Orlando Luz,27,BRA,63,-83
557,Hikaru Shiraishi,24,JPN,63,-11
558,Nikolay Vylegzhanin,24,RUS,63,+92
559,Erik Arutiunian,20,BLR,63,+42
560,Alex Barrena,22,ARG,62,+6
561,Benoît Paire,35,FRA,62,+7
562,Aryan Shah,19,IND,62,+5
563,Sebastian Fanselow,33,GER,62,-6
564,Niels Visker,23,NED,62,+6
565,Eero Vasa,28,FIN,61,+4
566,Juan Estevez,19,ARG,61,+10
567,Florian Broska,27,GER,60,-64
568,Cem İlkel,29,TUR,60,+10
569,Hyeon Chung,28,KOR,59,+107
570,Steven Diez,34,CAN,59,+7
571,Shintaro Imai,31,JPN,59,-23
572,Ye Cong Mo,24,CHN,59,+15
573,Yanaki Milev,20,BUL,59,+11
574,Gianmarco Ferrari,24,ITA,58,+9
575,Jacob Bradshaw,22,AUS,58,+5
576,Loann Massard,19,FRA,58,+9
577,Vladyslav Orlov,29,UKR,58,+14
578,Max Basing,22,GBR,57,+15
579,Eduardo Ribeiro,27,BRA,57,+19
580,Alec Beckley,23,RSA,57,-1
581,Keisuke Saitoh,23,JPN,57,+7
582,Louis Dussin,25,FRA,57,+7
583,Yankı Erel,24,TUR,57,+13
584,Olaf Pieczkowski,20,POL,57,-10
585,Antoine Ghibaudo,20,FRA,56,+1
586,Ilya Snițari,22,MDA,56,+13
587,Tristan Lamasine,32,FRA,56,+27
588,Leonardo Aboian,26,ARG,56,-7
589,Juan Pablo Paz,30,ARG,56,+1
590,Hamish Stewart,25,GBR,55,+26
591,Damien Wenger,25,SUI,55,+56
592,John Echeverria,23,ESP,55,+8
593,Diego Augusto Barreto Sánchez,22,ESP,55,+4
594,Dev Javia,23,IND,55,+12
595,Jonáš Forejtek,24,CZE,54,-95
596,Elliot Benchetrit,26,MAR,54,+7
597,Hayato Matsuoka,20,JPN,54,+61
598,Ryotaro Taguchi,24,JPN,54,-26
599,Strong Kirchheimer,29,USA,54,+5
600,Dušan Obradović,23,SRB,54,+5
601,Mario Gonzalez Fernandez,22,ESP,54,-26
602,Filip Peliwo,31,POL,54,+6
603,Tadeáš Paroulek,25,CZE,53,+58
604,Yishai Oliel,25,ISR,53,-33
605,Edward Winter,20,AUS,53,+5
606,Luca Potenza,24,ITA,53,-42
607,Alex Hernandez,25,MEX,53,-12
608,Maé Malige,18,FRA,53,+4
609,Dane Sweeny,24,AUS,53,+56
610,Dominik Palan,24,CZE,53,+8
611,Tim Handel,28,GER,53,+2
612,Aristotelis Thanos,23,GRE,52,-18
613,Darwin Blanch,17,USA,52,+72
614,Sanhui Shin,27,KOR,52,+3
615,Karl Poling,25,USA,52,+14
616,Mitsuki Wei Kang Leong,20,MAS,52,+3
617,Evan Zhu,26,USA,52,+13
618,Samir Banerjee,21,USA,51,-36
